4651
b0770	b0770	protein_coding
b0771	b0771	protein_coding
b0772	b0772	protein_coding
b0773	b0773	protein_coding
b0774	b0774	protein_coding
b0775	b0775	protein_coding
b0776	b0776	protein_coding
b0777	b0777	protein_coding
b0778	b0778	protein_coding
b0779	b0779	protein_coding
b0780	b0780	protein_coding
b0781	b0781	protein_coding
b0782	b0782	protein_coding
b0783	b0783	protein_coding
b0784	b0784	protein_coding
b0785	b0785	protein_coding
b0786	b0786	protein_coding
b0787	b0787	protein_coding
b0788	b0788	protein_coding
b0789	b0789	protein_coding
b0790	b0790	protein_coding
b0791	b0791	protein_coding
b0792	b0792	protein_coding
b0793	b0793	protein_coding
b0794	b0794	protein_coding
b0795	b0795	protein_coding
b0796	b0796	protein_coding
b0797	b0797	protein_coding
b0798	b0798	protein_coding
b0799	b0799	protein_coding
b0800	b0800	protein_coding
b0801	b0801	protein_coding
b4814	b4814	ncRNA
b4769	b4769	protein_coding
b0802	b0802	protein_coding
b0803	b0803	protein_coding
b0804	b0804	protein_coding
b0805	b0805	protein_coding
b0806	b0806	protein_coding
b0807	b0807	protein_coding
b0808	b0808	protein_coding
b0809	b0809	protein_coding
b0810	b0810	protein_coding
b0811	b0811	protein_coding
b0812	b0812	protein_coding
b0813	b0813	protein_coding
b4736	b4736	protein_coding
b0814	b0814	protein_coding
b0815	b0815	protein_coding
b4416	b4416	ncRNA
b4705	b4705	protein_coding
b0817	b0817	protein_coding
b0818	b0818	protein_coding
b0819	b0819	protein_coding
b0820	b0820	protein_coding
b0821	b0821	protein_coding
b0822	b0822	protein_coding
b0823	b0823	protein_coding
b0824	b0824	protein_coding
b0825	b0825	protein_coding
b0826	b0826	protein_coding
b0827	b0827	protein_coding
b0828	b0828	protein_coding
b0829	b0829	protein_coding
b0830	b0830	protein_coding
b0831	b0831	protein_coding
b0832	b0832	protein_coding
b0833	b0833	protein_coding
b0834	b0834	protein_coding
b0835	b0835	protein_coding
b0836	b0836	protein_coding
b0837	b0837	protein_coding
b0838	b0838	protein_coding
b0839	b0839	protein_coding
b0840	b0840	protein_coding
b0841	b0841	protein_coding
b0842	b0842	protein_coding
b0843	b0843	protein_coding
b0844	b0844	protein_coding
b0845	b0845	protein_coding
b0846	b0846	protein_coding
b4417	b4417	ncRNA
b0847	b0847	protein_coding
b0848	b0848	protein_coding
b0849	b0849	protein_coding
b0850	b0850	protein_coding
b0851	b0851	protein_coding
b0852	b0852	protein_coding
b0853	b0853	protein_coding
b0854	b0854	protein_coding
b0855	b0855	protein_coding
b0856	b0856	protein_coding
b0857	b0857	protein_coding
b0858	b0858	protein_coding
b0859	b0859	protein_coding
b0860	b0860	protein_coding
b0861	b0861	protein_coding
b0862	b0862	protein_coding
b0863	b0863	protein_coding
b0864	b0864	protein_coding
b0865	b0865	protein_coding
b0866	b0866	protein_coding
b0867	b0867	protein_coding
b0868	b0868	protein_coding
b0869	b0869	protein_coding
b0870	b0870	protein_coding
b0871	b0871	protein_coding
b0872	b0872	protein_coding
b0873	b0873	protein_coding
b0874	b0874	protein_coding
b0875	b0875	protein_coding
b0876	b0876	protein_coding
b0877	b0877	protein_coding
b0878	b0878	protein_coding
b0879	b0879	protein_coding
b0880	b0880	protein_coding
b4770	b4770	protein_coding
b0881	b0881	protein_coding
b0882	b0882	protein_coding
b0883	b0883	tRNA
b0884	b0884	protein_coding
b0885	b0885	protein_coding
b0886	b0886	protein_coding
b0887	b0887	protein_coding
b0888	b0888	protein_coding
b0889	b0889	protein_coding
b0890	b0890	protein_coding
b0891	b0891	protein_coding
b0892	b0892	protein_coding
b0893	b0893	protein_coding
b0894	b0894	protein_coding
b0895	b0895	protein_coding
b0896	b0896	protein_coding
b0897	b0897	protein_coding
b0898	b0898	protein_coding
b0899	b0899	protein_coding
b0900	b0900	protein_coding
b0901	b0901	protein_coding
b0902	b0902	protein_coding
b0903	b0903	protein_coding
b0904	b0904	protein_coding
b0905	b0905	protein_coding
b0906	b0906	protein_coding
b0907	b0907	protein_coding
b0908	b0908	protein_coding
b0909	b0909	protein_coding
b0910	b0910	protein_coding
b0911	b0911	protein_coding
b0912	b0912	protein_coding
b0913	b0913	protein_coding
b0914	b0914	protein_coding
b0915	b0915	protein_coding
b0916	b0916	protein_coding
b0917	b0917	protein_coding
b0918	b0918	protein_coding
b0919	b0919	protein_coding
